row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
13,ORD-2026-06-30-13,6/30/2026,7/4/2026,Same Day,CUST-1953,Customer 13,Corporate,United States,New York,New York,36234,Central,PROD-3680,Furniture,Tables,Product 15,143.53,2,0.1,-18.95
14,ORD-2026-06-30-14,6/30/2026,7/4/2026,Second Class,CUST-1745,Customer 14,Consumer,United States,Houston,Texas,53203,South,PROD-5244,Furniture,Phones,Product 47,999.24,10,0.4,140.38
15,ORD-2026-06-30-15,6/30/2026,7/2/2026,First Class,CUST-9847,Customer 15,Consumer,United States,Houston,Texas,75387,South,PROD-9890,Office Supplies,Storage,Product 41,1781.4,10,0.4,320.2
16,ORD-2026-06-30-16,6/30/2026,7/4/2026,Same Day,CUST-5869,Customer 16,Consumer,United States,Los Angeles,California,62230,East,PROD-3134,Furniture,Binders,Product 65,1963.07,10,0.0,111.11
17,ORD-2026-06-30-17,6/30/2026,7/2/2026,Second Class,CUST-9636,Customer 17,Home Office,United States,New York,New York,92305,Central,PROD-5314,Furniture,Phones,Product 43,1447.91,8,0.0,77.62
18,ORD-2026-06-30-18,6/30/2026,7/4/2026,Standard Class,CUST-1722,Customer 18,Consumer,United States,Chicago,Illinois,23100,Central,PROD-2158,Technology,Chairs,Product 91,442.45,3,0.2,63.76
19,ORD-2026-06-30-19,6/30/2026,7/4/2026,Same Day,CUST-4905,Customer 19,Corporate,United States,New York,New York,54512,West,PROD-3462,Office Supplies,Tables,Product 77,564.47,7,0.2,-50.88
20,ORD-2026-06-30-20,6/30/2026,7/1/2026,First Class,CUST-9953,Customer 20,Consumer,United States,Seattle,Washington,94071,East,PROD-9839,Furniture,Phones,Product 95,212.45,6,0.3,-6.6
21,ORD-2026-06-30-21,6/30/2026,7/5/2026,Same Day,CUST-1170,Customer 21,Consumer,United States,Houston,Texas,24991,Central,PROD-7080,Technology,Tables,Product 93,1603.7,8,0.3,334.92
22,ORD-2026-06-30-22,6/30/2026,7/5/2026,Same Day,CUST-6662,Customer 22,Corporate,United States,Seattle,Washington,99867,East,PROD-4467,Technology,Tables,Product 77,693.08,7,0.3,120.78
23,ORD-2026-06-30-23,6/30/2026,7/5/2026,Standard Class,CUST-8192,Customer 23,Consumer,United States,Chicago,Illinois,43111,Central,PROD-7301,Furniture,Binders,Product 61,1905.74,6,0.0,-124.36
24,ORD-2026-06-30-24,6/30/2026,7/4/2026,Second Class,CUST-5070,Customer 24,Consumer,United States,Los Angeles,California,81677,South,PROD-6582,Furniture,Binders,Product 68,958.45,5,0.0,-162.7
25,ORD-2026-06-30-25,6/30/2026,7/7/2026,Same Day,CUST-8674,Customer 25,Home Office,United States,Los Angeles,California,24509,South,PROD-9743,Office Supplies,Binders,Product 99,1983.55,7,0.2,-361.31
26,ORD-2026-06-30-26,6/30/2026,7/3/2026,Second Class,CUST-3565,Customer 26,Corporate,United States,Los Angeles,California,72410,South,PROD-9531,Furniture,Binders,Product 13,768.87,9,0.1,-46.06
27,ORD-2026-06-30-27,6/30/2026,7/7/2026,First Class,CUST-2399,Customer 27,Consumer,United States,Houston,Texas,33359,South,PROD-7222,Technology,Storage,Product 23,10.29,7,0.4,-1.45
28,ORD-2026-06-30-28,6/30/2026,7/4/2026,Second Class,CUST-5917,Customer 28,Home Office,United States,Houston,Texas,72856,South,PROD-2607,Furniture,Phones,Product 59,1278.97,8,0.1,175.42
29,ORD-2026-06-30-29,6/30/2026,7/1/2026,Same Day,CUST-9437,Customer 29,Corporate,United States,Chicago,Illinois,10160,West,PROD-6702,Furniture,Chairs,Product 15,1590.21,7,0.0,-286.72
30,ORD-2026-06-30-30,6/30/2026,7/7/2026,First Class,CUST-9589,Customer 30,Home Office,United States,Houston,Texas,63117,West,PROD-9632,Technology,Phones,Product 62,1216.82,3,0.2,-197.94
31,ORD-2026-06-30-31,6/30/2026,7/2/2026,First Class,CUST-3251,Customer 31,Corporate,United States,Seattle,Washington,98764,South,PROD-9982,Technology,Binders,Product 46,1873.76,9,0.1,527.9
32,ORD-2026-06-30-32,6/30/2026,7/6/2026,Second Class,CUST-3902,Customer 32,Corporate,United States,Houston,Texas,54275,East,PROD-2847,Office Supplies,Storage,Product 54,280.69,10,0.0,48.77
33,ORD-2026-06-30-33,6/30/2026,7/5/2026,First Class,CUST-4509,Customer 33,Consumer,United States,Los Angeles,California,12823,East,PROD-1970,Technology,Storage,Product 18,635.47,1,0.1,-55.77
34,ORD-2026-06-30-34,6/30/2026,7/5/2026,Standard Class,CUST-2770,Customer 34,Home Office,United States,Chicago,Illinois,66611,South,PROD-8491,Furniture,Chairs,Product 57,1067.35,10,0.4,235.6
35,ORD-2026-06-30-35,6/30/2026,7/6/2026,Second Class,CUST-3443,Customer 35,Home Office,United States,Chicago,Illinois,63406,South,PROD-2573,Office Supplies,Binders,Product 67,321.9,3,0.3,-38.81
36,ORD-2026-06-30-36,6/30/2026,7/1/2026,First Class,CUST-7948,Customer 36,Home Office,United States,Houston,Texas,17696,East,PROD-8913,Office Supplies,Tables,Product 68,238.68,5,0.2,43.86
37,ORD-2026-06-30-37,6/30/2026,7/1/2026,Same Day,CUST-9911,Customer 37,Consumer,United States,Houston,Texas,50738,Central,PROD-5991,Furniture,Chairs,Product 69,45.84,2,0.2,12.15
38,ORD-2026-06-30-38,6/30/2026,7/6/2026,Standard Class,CUST-2424,Customer 38,Home Office,United States,Los Angeles,California,64098,West,PROD-9706,Furniture,Chairs,Product 84,741.3,5,0.2,22.32
39,ORD-2026-06-30-39,6/30/2026,7/2/2026,Second Class,CUST-5313,Customer 39,Home Office,United States,Chicago,Illinois,22709,Central,PROD-4595,Technology,Chairs,Product 29,1340.51,2,0.4,382.93
40,ORD-2026-06-30-40,6/30/2026,7/4/2026,First Class,CUST-1395,Customer 40,Home Office,United States,New York,New York,87897,West,PROD-7933,Technology,Binders,Product 41,224.59,7,0.0,1.23
41,ORD-2026-06-30-41,6/30/2026,7/6/2026,Standard Class,CUST-9791,Customer 41,Consumer,United States,Houston,Texas,81827,West,PROD-5444,Furniture,Binders,Product 46,1978.59,1,0.4,-147.97
42,ORD-2026-06-30-42,6/30/2026,7/3/2026,Second Class,CUST-7776,Customer 42,Consumer,United States,Los Angeles,California,69427,Central,PROD-1003,Technology,Chairs,Product 74,634.56,8,0.1,-108.74
43,ORD-2026-06-30-43,6/30/2026,7/5/2026,First Class,CUST-2732,Customer 43,Corporate,United States,Chicago,Illinois,85302,West,PROD-9680,Furniture,Binders,Product 71,1527.14,2,0.1,338.77
44,ORD-2026-06-30-44,6/30/2026,7/2/2026,First Class,CUST-4061,Customer 44,Corporate,United States,Chicago,Illinois,77348,West,PROD-2375,Furniture,Tables,Product 33,1521.8,3,0.0,-246.77
45,ORD-2026-06-30-45,6/30/2026,7/7/2026,Same Day,CUST-8331,Customer 45,Home Office,United States,New York,New York,12434,South,PROD-6603,Technology,Storage,Product 51,752.59,7,0.1,20.01
46,ORD-2026-06-30-46,6/30/2026,7/6/2026,Same Day,CUST-6938,Customer 46,Home Office,United States,New York,New York,27335,South,PROD-5650,Furniture,Binders,Product 1,673.12,8,0.2,115.35
47,ORD-2026-06-30-47,6/30/2026,7/6/2026,Second Class,CUST-9182,Customer 47,Consumer,United States,Houston,Texas,99992,East,PROD-1327,Technology,Binders,Product 12,1728.18,7,0.2,-189.87
48,ORD-2026-06-30-48,6/30/2026,7/2/2026,Same Day,CUST-6279,Customer 48,Consumer,United States,Seattle,Washington,29335,East,PROD-1648,Technology,Tables,Product 40,379.93,1,0.2,78.89
49,ORD-2026-06-30-49,6/30/2026,7/1/2026,Same Day,CUST-4689,Customer 49,Home Office,United States,Chicago,Illinois,78531,Central,PROD-5792,Office Supplies,Phones,Product 62,107.43,3,0.4,23.5
50,ORD-2026-06-30-50,6/30/2026,7/1/2026,First Class,CUST-4965,Customer 50,Consumer,United States,Los Angeles,California,46093,East,PROD-1477,Furniture,Tables,Product 34,642.0,1,0.0,-73.09
51,ORD-2026-06-30-51,6/30/2026,7/2/2026,Same Day,CUST-7983,Customer 51,Corporate,United States,Los Angeles,California,11267,East,PROD-2223,Office Supplies,Tables,Product 60,1805.26,3,0.4,-145.2
52,ORD-2026-06-30-52,6/30/2026,7/3/2026,Second Class,CUST-9467,Customer 52,Corporate,United States,Seattle,Washington,90429,South,PROD-9172,Office Supplies,Tables,Product 66,502.96,10,0.3,109.91
53,ORD-2026-06-30-53,6/30/2026,7/3/2026,Standard Class,CUST-8669,Customer 53,Home Office,United States,New York,New York,84318,West,PROD-7529,Office Supplies,Storage,Product 45,37.84,3,0.0,3.71
54,ORD-2026-06-30-54,6/30/2026,7/5/2026,First Class,CUST-3685,Customer 54,Home Office,United States,Houston,Texas,12591,East,PROD-5731,Furniture,Tables,Product 88,1503.43,7,0.1,64.47
55,ORD-2026-06-30-55,6/30/2026,7/7/2026,Standard Class,CUST-4543,Customer 55,Home Office,United States,Seattle,Washington,19196,South,PROD-1127,Office Supplies,Storage,Product 64,1232.57,4,0.2,-243.14
56,ORD-2026-06-30-56,6/30/2026,7/6/2026,First Class,CUST-6736,Customer 56,Consumer,United States,Los Angeles,California,63978,West,PROD-6113,Technology,Tables,Product 41,1478.0,10,0.0,307.94
57,ORD-2026-06-30-57,6/30/2026,7/6/2026,Standard Class,CUST-8021,Customer 57,Home Office,United States,Houston,Texas,42122,Central,PROD-9501,Technology,Tables,Product 42,1931.24,3,0.4,502.76
58,ORD-2026-06-30-58,6/30/2026,7/2/2026,Second Class,CUST-9588,Customer 58,Corporate,United States,New York,New York,93722,West,PROD-9482,Furniture,Phones,Product 15,196.5,5,0.2,-31.56
59,ORD-2026-06-30-59,6/30/2026,7/5/2026,First Class,CUST-4246,Customer 59,Home Office,United States,Chicago,Illinois,27558,South,PROD-5653,Technology,Storage,Product 52,851.47,1,0.1,90.67
60,ORD-2026-06-30-60,6/30/2026,7/5/2026,Standard Class,CUST-2881,Customer 60,Home Office,United States,New York,New York,40680,East,PROD-8597,Office Supplies,Binders,Product 16,42.8,6,0.1,12.11
61,ORD-2026-06-30-61,6/30/2026,7/2/2026,Second Class,CUST-3693,Customer 61,Home Office,United States,Houston,Texas,88914,West,PROD-3212,Office Supplies,Binders,Product 90,483.19,2,0.1,141.91
62,ORD-2026-06-30-62,6/30/2026,7/6/2026,Second Class,CUST-4083,Customer 62,Home Office,United States,Los Angeles,California,46381,East,PROD-7576,Office Supplies,Storage,Product 31,940.33,8,0.1,-140.42
63,ORD-2026-06-30-63,6/30/2026,7/2/2026,Same Day,CUST-3179,Customer 63,Home Office,United States,Chicago,Illinois,79222,South,PROD-2232,Furniture,Binders,Product 80,478.32,4,0.4,66.31
64,ORD-2026-06-30-64,6/30/2026,7/1/2026,Second Class,CUST-7522,Customer 64,Corporate,United States,Chicago,Illinois,87819,West,PROD-2585,Furniture,Phones,Product 96,1433.83,9,0.0,-148.35
65,ORD-2026-06-30-65,6/30/2026,7/1/2026,Second Class,CUST-1157,Customer 65,Consumer,United States,Los Angeles,California,29274,South,PROD-1496,Office Supplies,Chairs,Product 99,1790.56,5,0.4,130.62
66,ORD-2026-06-30-66,6/30/2026,7/4/2026,Second Class,CUST-7092,Customer 66,Consumer,United States,Los Angeles,California,62502,East,PROD-8089,Furniture,Chairs,Product 69,902.88,6,0.1,-136.18
67,ORD-2026-06-30-67,6/30/2026,7/6/2026,Same Day,CUST-3544,Customer 67,Home Office,United States,Chicago,Illinois,43633,West,PROD-8411,Office Supplies,Binders,Product 73,562.77,8,0.3,53.24
68,ORD-2026-06-30-68,6/30/2026,7/2/2026,Same Day,CUST-2334,Customer 68,Consumer,United States,Seattle,Washington,92094,West,PROD-2790,Technology,Tables,Product 32,1316.71,6,0.3,-129.19
69,ORD-2026-06-30-69,6/30/2026,7/6/2026,Same Day,CUST-5325,Customer 69,Home Office,United States,Houston,Texas,33704,Central,PROD-1651,Furniture,Phones,Product 45,1736.98,9,0.1,-0.09
70,ORD-2026-06-30-70,6/30/2026,7/5/2026,Second Class,CUST-4824,Customer 70,Consumer,United States,Houston,Texas,46627,Central,PROD-4971,Office Supplies,Binders,Product 2,910.12,6,0.2,-40.38
71,ORD-2026-06-30-71,6/30/2026,7/4/2026,Same Day,CUST-4167,Customer 71,Home Office,United States,New York,New York,38549,Central,PROD-3477,Technology,Storage,Product 14,1299.35,5,0.4,127.88
72,ORD-2026-06-30-72,6/30/2026,7/6/2026,Standard Class,CUST-2435,Customer 72,Home Office,United States,Houston,Texas,12338,West,PROD-5087,Furniture,Phones,Product 94,1900.97,1,0.0,-187.37
73,ORD-2026-06-30-73,6/30/2026,7/2/2026,Same Day,CUST-4043,Customer 73,Corporate,United States,Houston,Texas,73806,West,PROD-8662,Office Supplies,Tables,Product 55,1679.64,8,0.2,123.63
74,ORD-2026-06-30-74,6/30/2026,7/3/2026,Same Day,CUST-1920,Customer 74,Corporate,United States,Chicago,Illinois,26928,South,PROD-4151,Technology,Tables,Product 22,1970.67,1,0.4,144.49
75,ORD-2026-06-30-75,6/30/2026,7/6/2026,First Class,CUST-9936,Customer 75,Corporate,United States,Houston,Texas,80764,South,PROD-5127,Furniture,Binders,Product 93,19.59,10,0.4,2.95
76,ORD-2026-06-30-76,6/30/2026,7/6/2026,First Class,CUST-7420,Customer 76,Corporate,United States,New York,New York,49072,South,PROD-9789,Technology,Phones,Product 59,1378.28,4,0.2,100.04
77,ORD-2026-06-30-77,6/30/2026,7/5/2026,First Class,CUST-7230,Customer 77,Consumer,United States,Los Angeles,California,25570,South,PROD-8212,Furniture,Chairs,Product 70,361.16,9,0.2,42.5
78,ORD-2026-06-30-78,6/30/2026,7/2/2026,Second Class,CUST-9809,Customer 78,Corporate,United States,Houston,Texas,81920,South,PROD-5745,Technology,Tables,Product 75,1760.53,5,0.2,459.58
79,ORD-2026-06-30-79,6/30/2026,7/5/2026,Same Day,CUST-4940,Customer 79,Consumer,United States,New York,New York,95295,Central,PROD-8882,Office Supplies,Phones,Product 7,85.15,7,0.0,4.49
80,ORD-2026-06-30-80,6/30/2026,7/4/2026,First Class,CUST-2746,Customer 80,Home Office,United States,Houston,Texas,26024,West,PROD-3620,Furniture,Storage,Product 69,129.26,3,0.1,-23.46
81,ORD-2026-06-30-81,6/30/2026,7/4/2026,Standard Class,CUST-7145,Customer 81,Corporate,United States,Seattle,Washington,78021,South,PROD-2594,Office Supplies,Tables,Product 16,1054.77,3,0.1,-193.32
82,ORD-2026-06-30-82,6/30/2026,7/2/2026,Second Class,CUST-5331,Customer 82,Home Office,United States,Seattle,Washington,89760,East,PROD-2971,Office Supplies,Tables,Product 12,1135.01,7,0.3,-210.61
83,ORD-2026-06-30-83,6/30/2026,7/6/2026,Second Class,CUST-6948,Customer 83,Consumer,United States,Los Angeles,California,45155,West,PROD-8165,Office Supplies,Tables,Product 91,176.3,10,0.3,18.43
84,ORD-2026-06-30-84,6/30/2026,7/1/2026,Standard Class,CUST-4333,Customer 84,Home Office,United States,New York,New York,15208,West,PROD-6728,Office Supplies,Binders,Product 25,133.32,8,0.3,20.96
85,ORD-2026-06-30-85,6/30/2026,7/4/2026,Same Day,CUST-1090,Customer 85,Home Office,United States,Seattle,Washington,82532,South,PROD-7486,Furniture,Binders,Product 53,138.96,2,0.3,34.38
86,ORD-2026-06-30-86,6/30/2026,7/3/2026,First Class,CUST-2129,Customer 86,Home Office,United States,Los Angeles,California,29143,East,PROD-4079,Technology,Phones,Product 76,942.89,9,0.4,124.03
87,ORD-2026-06-30-87,6/30/2026,7/6/2026,First Class,CUST-1715,Customer 87,Home Office,United States,Seattle,Washington,89334,West,PROD-1325,Technology,Binders,Product 33,1236.78,10,0.0,-141.26
88,ORD-2026-06-30-88,6/30/2026,7/1/2026,Standard Class,CUST-7801,Customer 88,Home Office,United States,Chicago,Illinois,51774,West,PROD-4984,Technology,Chairs,Product 78,1035.72,5,0.2,-58.49
89,ORD-2026-06-30-89,6/30/2026,7/4/2026,Standard Class,CUST-6418,Customer 89,Home Office,United States,Houston,Texas,58597,Central,PROD-4447,Technology,Storage,Product 81,700.52,1,0.4,144.7
90,ORD-2026-06-30-90,6/30/2026,7/7/2026,Second Class,CUST-4823,Customer 90,Consumer,United States,Chicago,Illinois,76891,East,PROD-4649,Technology,Phones,Product 88,1830.48,5,0.1,-319.46
91,ORD-2026-06-30-91,6/30/2026,7/3/2026,First Class,CUST-2757,Customer 91,Corporate,United States,Seattle,Washington,42471,West,PROD-1962,Technology,Phones,Product 88,1285.25,7,0.3,281.81
92,ORD-2026-06-30-92,6/30/2026,7/5/2026,Same Day,CUST-4737,Customer 92,Home Office,United States,Chicago,Illinois,28335,West,PROD-4358,Office Supplies,Chairs,Product 60,707.58,5,0.2,77.27
93,ORD-2026-06-30-93,6/30/2026,7/1/2026,Standard Class,CUST-4745,Customer 93,Home Office,United States,Los Angeles,California,27211,East,PROD-3804,Office Supplies,Tables,Product 74,838.88,6,0.0,139.17
94,ORD-2026-06-30-94,6/30/2026,7/2/2026,Second Class,CUST-2948,Customer 94,Home Office,United States,Chicago,Illinois,42238,Central,PROD-3596,Technology,Phones,Product 32,876.64,5,0.3,-97.65
95,ORD-2026-06-30-95,6/30/2026,7/4/2026,Standard Class,CUST-4714,Customer 95,Corporate,United States,Seattle,Washington,18066,South,PROD-4364,Technology,Phones,Product 42,1311.85,9,0.0,-27.01
96,ORD-2026-06-30-96,6/30/2026,7/6/2026,Second Class,CUST-6231,Customer 96,Corporate,United States,Chicago,Illinois,44286,West,PROD-1674,Technology,Chairs,Product 15,773.09,9,0.4,126.98
97,ORD-2026-06-30-97,6/30/2026,7/4/2026,Same Day,CUST-2427,Customer 97,Home Office,United States,New York,New York,26857,East,PROD-4283,Technology,Tables,Product 84,364.11,7,0.0,-36.99
98,ORD-2026-06-30-98,6/30/2026,7/3/2026,Same Day,CUST-3307,Customer 98,Consumer,United States,Seattle,Washington,44094,South,PROD-6728,Technology,Phones,Product 89,1582.5,7,0.2,263.03
99,ORD-2026-06-30-99,6/30/2026,7/3/2026,First Class,CUST-4852,Customer 99,Home Office,United States,New York,New York,53794,West,PROD-5795,Technology,Storage,Product 97,661.86,3,0.4,-15.39
100,ORD-2026-06-30-100,6/30/2026,7/1/2026,First Class,CUST-2781,Customer 100,Corporate,United States,Houston,Texas,29256,South,PROD-4938,Furniture,Chairs,Product 99,762.78,2,0.2,189.02
